x,y,z,stresses_full_xx,stresses_full_xy,stresses_full_yy,stresses_full_xz,stresses_full_yz,stresses_full_zz,stresses_full_max_shear,stresses_full_cfs_1,stresses_full_cfs_2,stresses_full_cfs_3,stresses_full_cfs_4,von_mises,aftershocksyn
228050.836660685,3438285.08378701,-2500,-2643.0959582395,-303.3148531957,-8306.190129563,-62.0112131505,-591.513951027,-23.5238926255,4191.9042269216,1278.4396695821,-1609.1394435154,1609.1394435154,-1278.4396695821,7423.2660488035,0
